"Name_std" "mass"
"Lobophora halterata" 0.00643866070670749
"Lomaspilis marginata" 0.00511121460243484
"Lomographa bimaculata" 0.00763800719467768
"Lomographa temerata" 0.00828509897218446
"Luperina dumerilii" 0.0378924450062069
"Luperina testacea" 0.0426381486857565
"Luteohadena luteago" 0.0436161681283483
"Lycia alpina" 0.0124379211084105
"Lycia hirtaria" 0.024681626287162
"Lycia zonaria" 0.010045730250849
"Lycophotia porphyrea" 0.0308077010417137
"Lygephila craccae" 0.0380665650461083
"Lygephila lusoria" 0.0423035962461602
"Lygephila pastinum" 0.0340918792913807
"Lygephila viciae" 0.0294843456107113
"Lymantria dispar" 0.0862432098055717
"Lymantria monacha" 0.0503651918113256
"Macaria alternata" 0.00672682497679267
"Macaria artesiaria" 0.00643866070670749
"Macaria brunneata" 0.00561981959164652
"Macaria liturata" 0.00795754120965203
"Macaria notata" 0.00931662747599378
"Macaria signaria" 0.00561981959164652
"Macaria wauaria" 0.00672682497679267
"Macdunnoughia confusa" 0.0407108963337271
"Macrochilo cribrumalis" 0.0115707684430526
"Macrothylacia rubi" 0.131049156416217
"Malacosoma alpicola" 0.0168501608816522
"Malacosoma castrensis" 0.0426922981780211
"Malacosoma neustria" 0.0379894589811264
"Mamestra brassicae" 0.0571897678184938
"Martania taeniata" 0.00375759016085512
"Meganola albula" 0.00788261876980671
"Meganola strigula" 0.00955894672810124
"Meganola togatulalis" 0.0114598295642864
"Melanchra persicariae" 0.061681931800524
"Melanthia alaudaria" 0.00418072945559607
"Melanthia procellata" 0.012017483895347
"Menophra abruptaria" 0.0161256174762622
"Menophra nycthemeraria" 0.0171399781999375
"Mesapamea secalis aggr." 0.0356106743634496
"Mesogona acetosellae" 0.0571897678184938
"Mesogona oxalina" 0.0456008448405359
"Mesoleuca albicillata" 0.010045730250849
"Mesoligia furuncula" 0.0251342171784727
"Mesotype didymata" 0.00486786950220859
"Mesotype parallelolineata" 0.00615815493079236
"Mesotype verberata" 0.00795754120965203
"Metachrostis dardouini" 0.00538748024925344
"Miltochrista miniata" 0.0148513380633561
"Mimas tiliae" 0.303195639762461
"Minoa murinata" 0.00299228571690412
"Minucia lunaris" 0.0765863236068175
"Mniotype adusta" 0.0639827832567854
"Mniotype satura" 0.0639827832567854
"Mniotype solieri" 0.0476235124594299
"Moma alpium" 0.0388222300021049
"Mormo maura" 0.102755385716688
"Mythimna albipuncta" 0.0378924450062069
"Mythimna anderreggii" 0.0342710532584822
"Mythimna congrua" 0.0397617243640738
"Mythimna conigera" 0.0378924450062069
"Mythimna ferrago" 0.0517819260825421
"Mythimna impura" 0.0407108963337271
"Mythimna l-album" 0.0388222300021049
"Mythimna pallens" 0.0446037432697434
"Mythimna pudorina" 0.0456008448405359
"Mythimna riparia" 0.0378924450062069
"Mythimna sicula" 0.046607444027201
"Mythimna straminea" 0.0446037432697434
"Mythimna turca" 0.0549988349245568
"Mythimna unipuncta" 0.0628278127240719
"Mythimna vitellina" 0.0517819260825421
"Naenia typica" 0.0517819260825421
"Nebula achromaria" 0.0053618389467158
"Nebula nebulata" 0.00732642491648935
"Noctua comes" 0.0582990577264813
"Noctua fimbriata" 0.0836808382423331
"Noctua interjecta" 0.0397617243640738
"Noctua interposita" 0.053917241350387
"Noctua janthe/janthina aggr." 0.0568701939369523
"Noctua orbona" 0.0560896853726304
"Noctua pronuba" 0.0760275698348016
"Noctua tirrenica" 0.0607253938463246
"Nola aerugula" 0.00597181389253024
"Nola confusalis" 0.00841733869916159
"Nola cucullatella" 0.00597181389253024
"Nola subchlamydula" 0.00688266992782653
"Nonagria typhae" 0.0698931969674457
"Nothocasis sertata" 0.00795754120965203
"Notodonta dromedarius" 0.0768947826880794
"Notodonta tritophus" 0.103761994675639
"Notodonta ziczac" 0.0818400916772339
"Nudaria mundana" 0.0083399623021619
"Nycteola asiatica" 0.0128590075266968
"Nycteola degenerana" 0.0159933999779129
"Nycteola revayana" 0.0121458670787223
"Nycteola siculana" 0.0151664457545149
"Ochropacha duplaris" 0.0271767036133986
"Ochropleura plecta" 0.0291360094598241
"Ocneria rubea" 0.0166761595313272
"Ocnogyna parasita" 0.0214310813748993
"Odonestis pruni" 0.1549032609826
"Odontopera bidentata" 0.0215823669752133
"Odontosia carmelita" 0.0721546010720881
"Oligia dubia" 0.0251342171784727
"Oligia latruncula" 0.024364605151749
"Oligia strigilis" 0.0275047138806665
"Oligia versicolor" 0.0259141345296033
"Operophtera brumata" 0.00763800719467768
"Operophtera fagata" 0.0124379211084105
"Opigena polygona" 0.0496839457229403
"Opisthograptis luteolata" 0.012017483895347
"Orbona fragariae" 0.0971335646508147
"Orgyia antiqua" 0.0179628977906107
"Orgyia recens" 0.0214310813748993
"Orthonama obstipata" 0.00355626544669099
"Orthonama vittata" 0.00511121460243484
"Orthosia cerasi" 0.046607444027201
"Orthosia cruda" 0.0299668252632732
"Orthosia gothica" 0.0416697146804472
"Orthosia gracilis" 0.0476235124594299
"Orthosia incerta" 0.0496839457229403
"Orthosia miniosa" 0.0397617243640738
"Orthosia opima" 0.046607444027201
"Orthosia populeti" 0.046607444027201
"Ourapteryx sambucaria" 0.0309136015839151
"Pachetra sagittigera" 0.0560896853726304
"Pachycnemia hippocastanaria" 0.00828509897218446
"Paidia rica" 0.0186276181175646
"Panchrysia deaurata" 0.046607444027201
"Panchrysia v-argenteum" 0.0486490221979701
"Panemeria tenebrata" 0.0179094424917078
"Panolis flammea" 0.0446037432697434
"Panthea coenobita" 0.0735471133370156
"Papestra biren" 0.0407108963337271
"Paracolax tristalis" 0.0200002432074881
"Paradarisa consonaria" 0.0142088520123803
"Paradiarsia punicea" 0.0407108963337271
"Parascotia fuliginaria" 0.010109415716471
"Parastichtis suspecta" 0.0360621328837277
"Parectropis similaria" 0.0112028984697103
"Pareulype berberata" 0.00862075199684945
"Pasiphila chloerata" 0.00336166172754934
"Pasiphila debiliata" 0.00299228571690412
"Pasiphila rectangulata" 0.00355626544669099
"Pechipogo strigilata" 0.0186276181175646
"Pelosia muscerda" 0.0142707426402189
"Pelosia obtusa" 0.0083399623021619
"Pelurga comitata" 0.00967699057636693
"Pennithera firmata" 0.00862075199684945
"Perconia strigillaria" 0.0166280799008719
"Peribatodes perversaria" 0.0124379211084105
"Peribatodes rhomboidaria" 0.0179256559539765
"Peribatodes secundaria" 0.0137526100919633
"Peridea anceps" 0.16683431570212
"Peridroma saucia" 0.0772810908957431
"Perizoma affinitata" 0.00672682497679267
"Perizoma albulata" 0.00355626544669099
"Perizoma alchemillata" 0.00317369631509547
"Perizoma bifaciata" 0.00355626544669099
"Perizoma blandiata" 0.00418072945559607
"Perizoma flavofasciata" 0.00561981959164652
"Perizoma hydrata" 0.00375759016085512
"Perizoma incultaria" 0.00375759016085512
"Perizoma juracolaria" 0.00426423678563792
"Perizoma lugdunaria" 0.0039657177792435
"Perizoma minorata" 0.00299228571690412
"Perizoma obsoletata" 0.00561981959164652
"Petrophora chlorosata" 0.00862075199684945
"Phaiogramma etruscaria" 0.00317369631509547
"Phalera bucephala" 0.16683431570212
"Pheosia gnoma" 0.112905763746821
"Pheosia tremula" 0.136317103870635
"Phigalia pilosaria" 0.0227916704559198
"Philereme transversata" 0.012017483895347
"Philereme vetulata" 0.00732642491648935
"Phlogophora meticulosa" 0.0723202182356963
"Phlogophora scita" 0.0698931969674457
"Photedes captiuncula" 0.0146987314494312
"Photedes fluxa" 0.028315292460965
"Photedes minima" 0.0213901054253563
"Photedes morrisii" 0.0333903111264273
"Phragmataecia castaneae" 0.0611723185496877
"Phragmatiphila nexa" 0.0291360094598241
"Phragmatobia fuliginosa" 0.0312798407878389
"Phyllodesma tremulifolia" 0.0379894589811264
"Phyllophila obliterata" 0.0221180460409823
"Phymatopus hecta" 0.017737270819235
"Phytometra viridaria" 0.00714320273009133
"Plagodis dolabraria" 0.0104229156913643
"Plagodis pulveraria" 0.00862075199684945
"Plemyria rubiginata" 0.00615815493079236
"Plusia festucae" 0.0533799237600097
"Poecilocampa alpina" 0.0533330855095109
"Poecilocampa populi" 0.0495511819747814
"Polia bombycina" 0.0735471133370156
"Polia hepatica" 0.0651468207406651
"Polia nebulosa" 0.0747829039653024
"Polia serratilinea" 0.0675020073627308
"Polychrysia moneta" 0.0416697146804472
"Polymixis rufocincta" 0.0711022391881481
"Polymixis xanthomista" 0.0549988349245568
"Polyphaenis sericata" 0.0560896853726304
"Polyploca ridens" 0.0309479106143426
"Polypogon gryphalis" 0.0120840420541157
"Polypogon plumigeralis" 0.0193067013779275
"Polypogon tentacularia" 0.0118257548747856
"Proserpinus proserpina" 0.0843910643333187
"Protolampra sobrina" 0.0456008448405359
"Pseudeustrotia candidula" 0.0236053424550922
"Pseudoips prasinana" 0.0309479106143426
"Pseudoterpna pruinata" 0.0116058320493016
"Pterapherapteryx sexalata" 0.00511121460243484
"Pterostoma palpina" 0.0818400916772339
"Ptilodon capucina" 0.0654191860083778
"Ptilodon cucullina" 0.0513746633519966
"Ptilophora plumigera" 0.0495511819747814
"Pungeleria capreolaria" 0.00862075199684945
"Pyrrhia umbra" 0.0374312035933455
"Rheumaptera subhastata" 0.007022721856594
"Rhizedra lutosa" 0.0663199028055801
"Rhodometra sacraria" 0.00615815493079236
"Rhodostrophia calabra" 0.007022721856594
"Rhodostrophia vibicaria" 0.00795754120965203
"Rhyacia helvetina" 0.060545163438769
"Rhyacia lucipeta" 0.0823833340470156
"Rhyacia simulans" 0.0798146195434747
"Rivula sericealis" 0.00752994039245275
"Rusina ferruginea" 0.0446037432697434
"Sabra harpagula" 0.0336483539037424
"Saturnia pavonia" 0.220743306530057
"Saturnia pavoniella" 0.220743306530057
"Saturnia pyri" 1.89660791473174
"Schrankia costaestrigalis" 0.00640568348802513
"Schrankia taenialis" 0.0083399623021619
"Sciadia zelleraria" 0.0181923346778123
"Scoliopteryx libatrix" 0.0391010234265281
"Scopula caricaria" 0.0053618389467158
"Scopula confinaria" 0.00528207555419752
"Scopula decorata" 0.00486786950220859
"Scopula floslactata" 0.00732642491648935
"Scopula imitaria" 0.00440270561066726
"Scopula immorata" 0.00672682497679267
"Scopula immutata" 0.00511121460243484
"Scopula incanata" 0.00672682497679267
"Scopula marginepunctata" 0.007022721856594
"Scopula nigropunctata" 0.00763800719467768
"Scopula ornata" 0.0053618389467158
"Scopula rubiginata" 0.00336166172754934
"Scopula submutata" 0.00418072945559607
"Scopula subpunctaria" 0.00672682497679267
"Scopula ternata" 0.00615815493079236
"Scopula umbelaria" 0.010045730250849
"Scopula virgulata" 0.00440270561066726
"Scotopteryx angularia" 0.0128672103951741
"Scotopteryx bipunctaria" 0.00862075199684945
"Scotopteryx chenopodiata" 0.010045730250849
"Scotopteryx luridata" 0.0116058320493016
"Scotopteryx moeniata" 0.00931662747599378
"Scotopteryx mucronata" 0.010045730250849
"Scotopteryx octodurensis" 0.00931662747599378
"Scotopteryx vicinaria" 0.00982877058017027
"Sedina buettneri" 0.0351616720634722
"Selenia dentaria" 0.0166280799008719
"Selenia lunularia" 0.0146742090411511
"Selenia tetralunaria" 0.0128672103951741
"Selidosema brunnearia" 0.00967699057636693
"Selidosema plumaria" 0.0114032796855811
"Setina irrorella" 0.0179628977906107
"Sideridis kitti" 0.046607444027201
"Sideridis lampra" 0.0360621328837277
"Sideridis reticulata" 0.0476235124594299
"Sideridis rivularis" 0.0351616720634722
"Sideridis turbida" 0.052844929875311
"Siona lineata" 0.0181923346778123
"Smerinthus ocellata" 0.442302688381625
"Spaelotis ravida" 0.0663199028055801
"Spaelotis senna" 0.0531347253560662
"Spargania luctuata" 0.00828509897218446
"Spatalia argentina" 0.0426922981780211
"Sphinx ligustri" 1.03238396780867
"Sphinx pinastri" 0.396837427996765
"Sphrageidus similis" 0.0244703870485974
"Spilarctia lutea" 0.0303742305388519
"Spilosoma lubricipeda" 0.0360467577190657
"Spilosoma urticae" 0.0360467577190657
"Spodoptera exigua" 0.031658598722312
"Standfussiana lucernea" 0.0549988349245568
"Standfussiana wiskotti" 0.0517819260825421
"Staurophora celsia" 0.0582990577264813
"Stauropus fagi" 0.188067351676778
"Stegania cararia" 0.00440270561066726
"Stegania trimaculata" 0.00732642491648935
"Sunira circellaris" 0.0507282559225989
"Syngrapha ain" 0.0456008448405359
"Syngrapha hochenwarthi" 0.028315292460965
"Syngrapha interrogationis" 0.0426381486857565
"Synopsia sociaria" 0.0153894771651808
"Tephronia sepiaria" 0.00486786950220859
"Tethea ocularis" 0.0513746633519966
"Tethea or" 0.0513746633519966
"Tetheella fluctuosa" 0.0443428686406094
"Thalera fimbrialis" 0.00862075199684945
"Thalpophila matura" 0.0571897678184938
"Thaumetopoea pityocampa" 0.0504573809147806
"Thaumetopoea processionea" 0.0350561138383945
"Thera britannica" 0.00795754120965203
"Thera cembrae" 0.00931662747599378
"Thera cognata" 0.00511121460243484
"Thera cupressata" 0.00931662747599378
"Thera juniperata" 0.00643866070670749
"Thera obeliscata" 0.007022721856594
"Thera variata" 0.007022721856594
"Thera vetustata" 0.00732642491648935
"Theria primaria" 0.0128672103951741
"Theria rupicapraria" 0.00862075199684945
"Thetidia smaragdaria" 0.00862075199684945
"Tholera cespitis" 0.0456008448405359
"Tholera decimalis" 0.0491653089410725
"Thumatha senex" 0.00676849026098141
"Thyatira batis" 0.0410835741765165
"Tiliacea aurago" 0.0325194809627761
"Tiliacea citrago" 0.0342710532584822
"Timandra comae" 0.00862075199684945
"Trachea atriplicis" 0.061681931800524
"Trichiura crataegi" 0.0379894589811264
"Trichoplusia ni" 0.0416697146804472
"Trichopteryx carpinata" 0.00763800719467768
"Trichopteryx polycommata" 0.00931662747599378
"Trigonophora flammea" 0.0711022391881481
"Triodia sylvina" 0.0561297513158078
"Triphosa dubitata" 0.0187329181830677
"Triphosa sabaudiata" 0.0187329181830677
"Triphosa tauteli" 0.0187329181830677
"Trisateles emortualis" 0.0166761595313272
"Tyria jacobaeae" 0.028610099578593
"Tyta luctuosa" 0.0206727004321557
"Venusia blomeri" 0.00418072945559607
"Venusia cambrica" 0.00732642491648935
"Watsonalla binaria" 0.0216000658179311
"Watsonalla cultraria" 0.0205861260394962
"Watsonalla uncinula" 0.0186552726586781
"Watsonarctia deserta" 0.0179628977906107
"Xanthia togata" 0.0378924450062069
"Xanthorhoe biriviata" 0.00672682497679267
"Xanthorhoe decoloraria" 0.00643866070670749
"Xanthorhoe designata" 0.00561981959164652
"Xanthorhoe ferrugata" 0.00486786950220859
"Xanthorhoe fluctuata" 0.007022721856594
"Xanthorhoe incursata" 0.00615815493079236
"Xanthorhoe montanata" 0.00795754120965203
"Xanthorhoe quadrifasiata" 0.00732642491648935
"Xanthorhoe spadicearia" 0.00511121460243484
"Xestia alpicola" 0.046607444027201
"Xestia ashworthii" 0.0476235124594299
"Xestia baja" 0.0476235124594299
"Xestia c-nigrum" 0.0496839457229403
"Xestia castanea" 0.0486490221979701
"Xestia collina" 0.0333903111264273
"Xestia ditrapezium" 0.052844929875311
"Xestia lorezi" 0.046607444027201
"Xestia ochreago" 0.0486490221979701
"Xestia rhaetica" 0.0549988349245568
"Xestia sexstrigata" 0.0476235124594299
"Xestia speciosa" 0.0582990577264813
"Xestia stigmatica" 0.0517819260825421
"Xestia triangulum" 0.0549988349245568
"Xestia xanthographa" 0.0407108963337271
"Xylena exsoleta" 0.10706102944687
"Xylena solidaginis" 0.060545163438769
"Xylena vetusta" 0.0985262170951373
"Xylocampa areola" 0.0446037432697434
"Yezognophos dilucidaria" 0.00913956539728442
"Yezognophos serotinaria" 0.012017483895347
"Yezognophos vittaria" 0.0133054180759517
"Zanclognatha lunalis" 0.0160539464109149
"Zanclognatha zelleralis" 0.0207083384902403
"Zeuzera pyrina" 0.139907077301981
