"taxonID" "Name_std"
"infospecies.ch:infofauna:31514" "Eupithecia sinuosaria"
"infospecies.ch:infofauna:31515" "Eupithecia subfuscata"
"infospecies.ch:infofauna:31516" "Eupithecia subumbrata"
"infospecies.ch:infofauna:31517" "Eupithecia succenturiata"
"infospecies.ch:infofauna:31518" "Eupithecia tantillaria"
"infospecies.ch:infofauna:31519" "Eupithecia tenuiata"
"infospecies.ch:infofauna:31521" "Eupithecia tripunctaria"
"infospecies.ch:infofauna:31522" "Eupithecia trisignaria"
"infospecies.ch:infofauna:31523" "Eupithecia undata"
"infospecies.ch:infofauna:31524" "Eupithecia valerianata"
"infospecies.ch:infofauna:31525" "Eupithecia venosata"
"infospecies.ch:infofauna:31526" "Eupithecia veratraria"
"infospecies.ch:infofauna:31527" "Eupithecia virgaureata"
"infospecies.ch:infofauna:31528" "Eupithecia vulgata"
"infospecies.ch:infofauna:32937" "Euplagia quadripunctaria"
"infospecies.ch:infofauna:32349" "Euplexia lucipara"
"infospecies.ch:infofauna:32813" "Euproctis chrysorrhoea"
"infospecies.ch:infofauna:32350" "Eupsilia transversa"
"infospecies.ch:infofauna:32351" "Eurois occulta"
"infospecies.ch:infofauna:31530" "Eustroma reticulata"
"infospecies.ch:infofauna:32353" "Eutelia adulatrix"
"infospecies.ch:infofauna:30906" "Euthrix potatoria"
"infospecies.ch:infofauna:32355" "Euxoa aquilina"
"infospecies.ch:infofauna:32356" "Euxoa birivia"
"infospecies.ch:infofauna:32357" "Euxoa cos"
"infospecies.ch:infofauna:32358" "Euxoa culminicola"
"infospecies.ch:infofauna:32360" "Euxoa decora"
"infospecies.ch:infofauna:32361" "Euxoa distinguenda"
"infospecies.ch:infofauna:32362" "Euxoa eruta"
"infospecies.ch:infofauna:32365" "Euxoa nigricans"
"infospecies.ch:infofauna:32366" "Euxoa obelisca"
"infospecies.ch:infofauna:32367" "Euxoa recussa"
"infospecies.ch:infofauna:32371" "Euxoa vitta"
"infospecies.ch:infofauna:31532" "Fagivorina arenaria"
"infospecies.ch:infofauna:31283" "Falcaria lacertinaria"
"infospecies.ch:infofauna:31912" "Furcula bicuspis"
"infospecies.ch:infofauna:31913" "Furcula bifida"
"infospecies.ch:infofauna:31914" "Furcula furcula"
"infospecies.ch:infofauna:31664" "Gagitodes sagittata"
"infospecies.ch:infofauna:31449" "Gandaritis pyraliata"
"infospecies.ch:infofauna:30908" "Gastropacha quercifolia"
"infospecies.ch:infofauna:27030" "Gazoryctra ganna"
"infospecies.ch:infofauna:31533" "Geometra papilionaria"
"infospecies.ch:infofauna:31915" "Gluphisia crenata"
"infospecies.ch:infofauna:31536" "Gnophos furvata"
"infospecies.ch:infofauna:31539" "Gnophos obfuscata"
"infospecies.ch:infofauna:32374" "Gortyna flavago"
"infospecies.ch:infofauna:32377" "Grammodes stolida"
"infospecies.ch:infofauna:32378" "Graphiphora augur"
"infospecies.ch:infofauna:32288" "Griposia aprilina"
"infospecies.ch:infofauna:31543" "Gymnoscelis rufifasciata"
"infospecies.ch:infofauna:32811" "Gynaephora fascelina"
"infospecies.ch:infofauna:31273" "Habrosyne pyritoides"
"infospecies.ch:infofauna:32380" "Hada plebeja"
"infospecies.ch:infofauna:32382" "Hadena albimacula"
"infospecies.ch:infofauna:32384" "Hadena bicruris"
"infospecies.ch:infofauna:32385" "Hadena caesia"
"infospecies.ch:infofauna:32387" "Hadena compta"
"infospecies.ch:infofauna:32388" "Hadena confusa"
"infospecies.ch:infofauna:32390" "Hadena filograna"
"infospecies.ch:infofauna:32391" "Hadena irregularis"
"infospecies.ch:infofauna:32394" "Hadena luteocincta"
"infospecies.ch:infofauna:32395" "Hadena magnolii"
"infospecies.ch:infofauna:32396" "Hadena perplexa"
"infospecies.ch:infofauna:32400" "Hadena tephroleuca"
"infospecies.ch:infofauna:31916" "Harpyia milhauseri"
"infospecies.ch:infofauna:32477" "Hecatera bicolorata"
"infospecies.ch:infofauna:32483" "Hecatera dysodea"
"infospecies.ch:infofauna:32404" "Helicoverpa armigera"
"infospecies.ch:infofauna:31734" "Heliomata glarearia"
"infospecies.ch:infofauna:32406" "Heliothis nubigera"
"infospecies.ch:infofauna:32408" "Heliothis peltigera"
"infospecies.ch:infofauna:32409" "Heliothis viriplaca"
"infospecies.ch:infofauna:32185" "Helotropha leucostigma"
"infospecies.ch:infofauna:31544" "Hemistola chrysoprasaria"
"infospecies.ch:infofauna:31545" "Hemithea aestivaria"
"infospecies.ch:infofauna:27031" "Hepialus humuli"
"infospecies.ch:infofauna:32410" "Herminia grisealis"
"infospecies.ch:infofauna:32412" "Herminia tarsicrinalis"
"infospecies.ch:infofauna:32413" "Herminia tarsipennalis"
"infospecies.ch:infofauna:32414" "Herminia tenuialis"
"infospecies.ch:infofauna:32417" "Hoplodrina ambigua"
"infospecies.ch:infofauna:32418" "Hoplodrina blanda"
"infospecies.ch:infofauna:32420" "Hoplodrina octogenaria"
"infospecies.ch:infofauna:32421" "Hoplodrina respersa"
"infospecies.ch:infofauna:32422" "Hoplodrina superstes"
"infospecies.ch:infofauna:31546" "Horisme aemulata"
"infospecies.ch:infofauna:31548" "Horisme calligraphata"
"infospecies.ch:infofauna:31550" "Horisme radicaria"
"infospecies.ch:infofauna:31551" "Horisme tersata"
"infospecies.ch:infofauna:31553" "Horisme vitalbata"
"infospecies.ch:infofauna:32423" "Hydraecia micacea"
"infospecies.ch:infofauna:31554" "Hydrelia flammeolaria"
"infospecies.ch:infofauna:31555" "Hydrelia sylvata"
"infospecies.ch:infofauna:31686" "Hydria cervinalis"
"infospecies.ch:infofauna:31688" "Hydria montivagata"
"infospecies.ch:infofauna:31690" "Hydria undulata"
"infospecies.ch:infofauna:31556" "Hydriomena furcata"
"infospecies.ch:infofauna:31557" "Hydriomena impluviata"
"infospecies.ch:infofauna:31558" "Hydriomena ruberata"
"infospecies.ch:infofauna:31559" "Hylaea fasciaria"
"infospecies.ch:infofauna:30978" "Hyles euphorbiae"
"infospecies.ch:infofauna:30979" "Hyles gallii"
"infospecies.ch:infofauna:30981" "Hyles livornica"
"infospecies.ch:infofauna:30983" "Hyles vespertilio"
"infospecies.ch:infofauna:32426" "Hypena crassalis"
"infospecies.ch:infofauna:32427" "Hypena lividalis"
"infospecies.ch:infofauna:32428" "Hypena obesalis"
"infospecies.ch:infofauna:32429" "Hypena obsitalis"
"infospecies.ch:infofauna:32431" "Hypena proboscidalis"
"infospecies.ch:infofauna:32432" "Hypena rostralis"
"infospecies.ch:infofauna:32433" "Hypenodes humidalis"
"infospecies.ch:infofauna:32940" "Hyphantria cunea"
"infospecies.ch:infofauna:31738" "Hypomecis punctinalis"
"infospecies.ch:infofauna:31339" "Hypomecis roboraria"
"infospecies.ch:infofauna:32435" "Hyppa rectilinea"
"infospecies.ch:infofauna:31562" "Idaea aureolaria"
"infospecies.ch:infofauna:31563" "Idaea aversata"
"infospecies.ch:infofauna:31564" "Idaea biselata"
"infospecies.ch:infofauna:31565" "Idaea calunetaria"
"infospecies.ch:infofauna:31566" "Idaea contiguaria"
"infospecies.ch:infofauna:31567" "Idaea degeneraria"
"infospecies.ch:infofauna:31568" "Idaea deversaria"
"infospecies.ch:infofauna:31569" "Idaea dilutaria"
"infospecies.ch:infofauna:31570" "Idaea dimidiata"
"infospecies.ch:infofauna:31572" "Idaea emarginata"
"infospecies.ch:infofauna:31574" "Idaea flaveolaria"
"infospecies.ch:infofauna:31575" "Idaea fuscovenosa"
"infospecies.ch:infofauna:31576" "Idaea humiliata"
"infospecies.ch:infofauna:31577" "Idaea inquinata"
"infospecies.ch:infofauna:31578" "Idaea laevigata"
"infospecies.ch:infofauna:31561" "Idaea macilentaria"
"infospecies.ch:infofauna:31580" "Idaea moniliata"
"infospecies.ch:infofauna:31581" "Idaea muricata"
"infospecies.ch:infofauna:31582" "Idaea nitidata"
"infospecies.ch:infofauna:31583" "Idaea obsoletaria"
"infospecies.ch:infofauna:31584" "Idaea ochrata"
"infospecies.ch:infofauna:31586" "Idaea politaria"
"infospecies.ch:infofauna:31587" "Idaea rubraria"
"infospecies.ch:infofauna:31588" "Idaea rufaria"
"infospecies.ch:infofauna:31589" "Idaea rusticata"
"infospecies.ch:infofauna:31590" "Idaea seriata"
"infospecies.ch:infofauna:31591" "Idaea sericeata"
"infospecies.ch:infofauna:31592" "Idaea serpentata"
"infospecies.ch:infofauna:31593" "Idaea straminata"
"infospecies.ch:infofauna:31594" "Idaea subsericeata"
"infospecies.ch:infofauna:31595" "Idaea sylvestraria"
"infospecies.ch:infofauna:31596" "Idaea trigeminata"
"infospecies.ch:infofauna:31597" "Idaea typicata"
"infospecies.ch:infofauna:32322" "Idia calvaria"
"infospecies.ch:infofauna:32437" "Ipimorpha retusa"
"infospecies.ch:infofauna:32438" "Ipimorpha subtusa"
"infospecies.ch:infofauna:31744" "Isturgia arenacearia"
"infospecies.ch:infofauna:32439" "Jodia croceago"
"infospecies.ch:infofauna:31602" "Jodis lactearia"
"infospecies.ch:infofauna:31603" "Jodis putata"
"infospecies.ch:infofauna:27034" "Korscheltellus fusconebulosa"
"infospecies.ch:infofauna:27032" "Korscheltellus lupulina"
"infospecies.ch:infofauna:32476" "Lacanobia aliena"
"infospecies.ch:infofauna:32482" "Lacanobia contigua"
"infospecies.ch:infofauna:32484" "Lacanobia oleracea"
"infospecies.ch:infofauna:32487" "Lacanobia splendens"
"infospecies.ch:infofauna:32488" "Lacanobia suasa"
"infospecies.ch:infofauna:32489" "Lacanobia thalassina"
"infospecies.ch:infofauna:32490" "Lacanobia w-latinum"
"infospecies.ch:infofauna:31604" "Lampropteryx suffumata"
"infospecies.ch:infofauna:32441" "Lamprotes c-aureum"
"infospecies.ch:infofauna:30985" "Laothoe populi"
"infospecies.ch:infofauna:31605" "Larentia clavaria"
"infospecies.ch:infofauna:30909" "Lasiocampa quercus"
"infospecies.ch:infofauna:30910" "Lasiocampa trifolii"
"infospecies.ch:infofauna:32381" "Lasionhada proxima"
"infospecies.ch:infofauna:32442" "Laspeyria flexula"
"infospecies.ch:infofauna:32093" "Lateroligia ophiogramma"
"infospecies.ch:infofauna:30961" "Lemonia taraxaci"
"infospecies.ch:infofauna:32111" "Lenisa geminipuncta"
"infospecies.ch:infofauna:32509" "Leucania comma"
"infospecies.ch:infofauna:32516" "Leucania loreyi"
"infospecies.ch:infofauna:32517" "Leucania obsoleta"
"infospecies.ch:infofauna:31917" "Leucodonta bicoloria"
"infospecies.ch:infofauna:32814" "Leucoma salicis"
"infospecies.ch:infofauna:31606" "Ligdia adustata"
"infospecies.ch:infofauna:32448" "Lithophane consocia"
"infospecies.ch:infofauna:32449" "Lithophane furcifera"
"infospecies.ch:infofauna:32451" "Lithophane leautieri"
"infospecies.ch:infofauna:32453" "Lithophane ornitopus"
"infospecies.ch:infofauna:32454" "Lithophane semibrunnea"
"infospecies.ch:infofauna:32455" "Lithophane socia"
"infospecies.ch:infofauna:32943" "Lithosia quadra"
"infospecies.ch:infofauna:32499" "Litoligia literosa"
"infospecies.ch:infofauna:31609" "Lobophora halterata"
"infospecies.ch:infofauna:31610" "Lomaspilis marginata"
"infospecies.ch:infofauna:31611" "Lomographa bimaculata"
"infospecies.ch:infofauna:31612" "Lomographa temerata"
"infospecies.ch:infofauna:32458" "Luperina dumerilii"
"infospecies.ch:infofauna:32463" "Luperina testacea"
"infospecies.ch:infofauna:32393" "Luteohadena luteago"
"infospecies.ch:infofauna:31613" "Lycia alpina"
"infospecies.ch:infofauna:31614" "Lycia hirtaria"
"infospecies.ch:infofauna:31617" "Lycia zonaria"
"infospecies.ch:infofauna:32468" "Lycophotia porphyrea"
"infospecies.ch:infofauna:32469" "Lygephila craccae"
"infospecies.ch:infofauna:32470" "Lygephila lusoria"
"infospecies.ch:infofauna:32471" "Lygephila pastinum"
"infospecies.ch:infofauna:32473" "Lygephila viciae"
"infospecies.ch:infofauna:32815" "Lymantria dispar"
"infospecies.ch:infofauna:32816" "Lymantria monacha"
"infospecies.ch:infofauna:31730" "Macaria alternata"
"infospecies.ch:infofauna:31731" "Macaria artesiaria"
"infospecies.ch:infofauna:31600" "Macaria brunneata"
"infospecies.ch:infofauna:31735" "Macaria liturata"
"infospecies.ch:infofauna:31736" "Macaria notata"
"infospecies.ch:infofauna:31737" "Macaria signaria"
"infospecies.ch:infofauna:31601" "Macaria wauaria"
"infospecies.ch:infofauna:32474" "Macdunnoughia confusa"
"infospecies.ch:infofauna:32475" "Macrochilo cribrumalis"
"infospecies.ch:infofauna:30911" "Macrothylacia rubi"
"infospecies.ch:infofauna:30912" "Malacosoma alpicola"
"infospecies.ch:infofauna:30913" "Malacosoma castrensis"
"infospecies.ch:infofauna:30915" "Malacosoma neustria"
"infospecies.ch:infofauna:32480" "Mamestra brassicae"
"infospecies.ch:infofauna:31665" "Martania taeniata"
"infospecies.ch:infofauna:32840" "Meganola albula"
"infospecies.ch:infofauna:32841" "Meganola strigula"
"infospecies.ch:infofauna:32842" "Meganola togatulalis"
"infospecies.ch:infofauna:32485" "Melanchra persicariae"
"infospecies.ch:infofauna:31620" "Melanthia alaudaria"
"infospecies.ch:infofauna:31621" "Melanthia procellata"
"infospecies.ch:infofauna:31622" "Menophra abruptaria"
"infospecies.ch:infofauna:31623" "Menophra nycthemeraria"
"infospecies.ch:infofauna:32493" "Mesapamea secalis aggr."
"infospecies.ch:infofauna:32494" "Mesapamea secalis aggr."
"infospecies.ch:infofauna:32495" "Mesapamea secalis aggr."
"infospecies.ch:infofauna:32755" "Mesapamea secalis aggr."
"infospecies.ch:infofauna:90196" "Mesapamea secalis aggr."
"infospecies.ch:infofauna:32496" "Mesogona acetosellae"
"infospecies.ch:infofauna:32497" "Mesogona oxalina"
"infospecies.ch:infofauna:31624" "Mesoleuca albicillata"
"infospecies.ch:infofauna:32498" "Mesoligia furuncula"
"infospecies.ch:infofauna:31656" "Mesotype didymata"
"infospecies.ch:infofauna:31663" "Mesotype parallelolineata"
"infospecies.ch:infofauna:31666" "Mesotype verberata"
"infospecies.ch:infofauna:32500" "Metachrostis dardouini"
"infospecies.ch:infofauna:32944" "Miltochrista miniata"
"infospecies.ch:infofauna:30988" "Mimas tiliae"
"infospecies.ch:infofauna:31625" "Minoa murinata"
"infospecies.ch:infofauna:32503" "Minucia lunaris"
"infospecies.ch:infofauna:32133" "Mniotype adusta"
"infospecies.ch:infofauna:32135" "Mniotype satura"
"infospecies.ch:infofauna:32136" "Mniotype solieri"
"infospecies.ch:infofauna:32504" "Moma alpium"
"infospecies.ch:infofauna:32505" "Mormo maura"
"infospecies.ch:infofauna:32506" "Mythimna albipuncta"
"infospecies.ch:infofauna:32508" "Mythimna anderreggii"
"infospecies.ch:infofauna:32510" "Mythimna congrua"
"infospecies.ch:infofauna:32511" "Mythimna conigera"
"infospecies.ch:infofauna:32512" "Mythimna ferrago"
"infospecies.ch:infofauna:32513" "Mythimna impura"
"infospecies.ch:infofauna:32514" "Mythimna l-album"
"infospecies.ch:infofauna:32518" "Mythimna pallens"
"infospecies.ch:infofauna:32520" "Mythimna pudorina"
"infospecies.ch:infofauna:32523" "Mythimna riparia"
"infospecies.ch:infofauna:32968" "Mythimna sicula"
"infospecies.ch:infofauna:32525" "Mythimna straminea"
"infospecies.ch:infofauna:32526" "Mythimna turca"
"infospecies.ch:infofauna:32527" "Mythimna unipuncta"
"infospecies.ch:infofauna:32528" "Mythimna vitellina"
"infospecies.ch:infofauna:32530" "Naenia typica"
"infospecies.ch:infofauna:31626" "Nebula achromaria"
"infospecies.ch:infofauna:31627" "Nebula nebulata"
"infospecies.ch:infofauna:32531" "Noctua comes"
"infospecies.ch:infofauna:32532" "Noctua fimbriata"
"infospecies.ch:infofauna:32533" "Noctua interjecta"
"infospecies.ch:infofauna:32535" "Noctua interposita"
"infospecies.ch:infofauna:32536" "Noctua janthe/janthina aggr."
"infospecies.ch:infofauna:32537" "Noctua janthe/janthina aggr."
"infospecies.ch:infofauna:90259" "Noctua janthe/janthina aggr."
"infospecies.ch:infofauna:32538" "Noctua orbona"
"infospecies.ch:infofauna:32539" "Noctua pronuba"
"infospecies.ch:infofauna:32540" "Noctua tirrenica"
"infospecies.ch:infofauna:32843" "Nola aerugula"
"infospecies.ch:infofauna:32846" "Nola confusalis"
"infospecies.ch:infofauna:32848" "Nola cucullatella"
"infospecies.ch:infofauna:32849" "Nola subchlamydula"
"infospecies.ch:infofauna:32542" "Nonagria typhae"
"infospecies.ch:infofauna:31631" "Nothocasis sertata"
"infospecies.ch:infofauna:31918" "Notodonta dromedarius"
"infospecies.ch:infofauna:31920" "Notodonta tritophus"
"infospecies.ch:infofauna:31921" "Notodonta ziczac"
"infospecies.ch:infofauna:32945" "Nudaria mundana"
"infospecies.ch:infofauna:32543" "Nycteola asiatica"
"infospecies.ch:infofauna:32545" "Nycteola degenerana"
"infospecies.ch:infofauna:32546" "Nycteola revayana"
"infospecies.ch:infofauna:32547" "Nycteola siculana"
"infospecies.ch:infofauna:31274" "Ochropacha duplaris"
"infospecies.ch:infofauna:32556" "Ochropleura plecta"
"infospecies.ch:infofauna:32817" "Ocneria rubea"
"infospecies.ch:infofauna:32946" "Ocnogyna parasita"
"infospecies.ch:infofauna:30916" "Odonestis pruni"
"infospecies.ch:infofauna:31635" "Odontopera bidentata"
"infospecies.ch:infofauna:31922" "Odontosia carmelita"
"infospecies.ch:infofauna:32561" "Oligia dubia"
"infospecies.ch:infofauna:32563" "Oligia latruncula"
"infospecies.ch:infofauna:32564" "Oligia strigilis"
"infospecies.ch:infofauna:32565" "Oligia versicolor"
"infospecies.ch:infofauna:31636" "Operophtera brumata"
"infospecies.ch:infofauna:31637" "Operophtera fagata"
"infospecies.ch:infofauna:32571" "Opigena polygona"
"infospecies.ch:infofauna:31638" "Opisthograptis luteolata"
"infospecies.ch:infofauna:32572" "Orbona fragariae"
"infospecies.ch:infofauna:32818" "Orgyia antiqua"
"infospecies.ch:infofauna:32820" "Orgyia recens"
"infospecies.ch:infofauna:31639" "Orthonama obstipata"
"infospecies.ch:infofauna:31640" "Orthonama vittata"
"infospecies.ch:infofauna:32576" "Orthosia cerasi"
"infospecies.ch:infofauna:32577" "Orthosia cruda"
"infospecies.ch:infofauna:32578" "Orthosia gothica"
"infospecies.ch:infofauna:32579" "Orthosia gracilis"
"infospecies.ch:infofauna:32580" "Orthosia incerta"
"infospecies.ch:infofauna:32581" "Orthosia miniosa"
"infospecies.ch:infofauna:32583" "Orthosia opima"
"infospecies.ch:infofauna:32584" "Orthosia populeti"
"infospecies.ch:infofauna:31641" "Ourapteryx sambucaria"
"infospecies.ch:infofauna:32589" "Pachetra sagittigera"
"infospecies.ch:infofauna:31642" "Pachycnemia hippocastanaria"
"infospecies.ch:infofauna:32947" "Paidia rica"
"infospecies.ch:infofauna:32590" "Panchrysia deaurata"
"infospecies.ch:infofauna:32591" "Panchrysia v-argenteum"
"infospecies.ch:infofauna:32592" "Panemeria tenebrata"
"infospecies.ch:infofauna:32593" "Panolis flammea"
"infospecies.ch:infofauna:32801" "Panthea coenobita"
"infospecies.ch:infofauna:32478" "Papestra biren"
"infospecies.ch:infofauna:32594" "Paracolax tristalis"
"infospecies.ch:infofauna:31406" "Paradarisa consonaria"
"infospecies.ch:infofauna:32596" "Paradiarsia punicea"
"infospecies.ch:infofauna:32600" "Parascotia fuliginaria"
"infospecies.ch:infofauna:32602" "Parastichtis suspecta"
"infospecies.ch:infofauna:31643" "Parectropis similaria"
"infospecies.ch:infofauna:31644" "Pareulype berberata"
"infospecies.ch:infofauna:31357" "Pasiphila chloerata"
"infospecies.ch:infofauna:31358" "Pasiphila debiliata"
"infospecies.ch:infofauna:31366" "Pasiphila rectangulata"
"infospecies.ch:infofauna:32605" "Pechipogo strigilata"
"infospecies.ch:infofauna:32949" "Pelosia muscerda"
"infospecies.ch:infofauna:32950" "Pelosia obtusa"
"infospecies.ch:infofauna:31645" "Pelurga comitata"
"infospecies.ch:infofauna:31752" "Pennithera firmata"
"infospecies.ch:infofauna:31646" "Perconia strigillaria"
"infospecies.ch:infofauna:31647" "Peribatodes perversaria"
"infospecies.ch:infofauna:31648" "Peribatodes rhomboidaria"
"infospecies.ch:infofauna:31649" "Peribatodes secundaria"
"infospecies.ch:infofauna:31923" "Peridea anceps"
"infospecies.ch:infofauna:32606" "Peridroma saucia"
"infospecies.ch:infofauna:31651" "Perizoma affinitata"
"infospecies.ch:infofauna:31652" "Perizoma albulata"
"infospecies.ch:infofauna:31653" "Perizoma alchemillata"
"infospecies.ch:infofauna:31654" "Perizoma bifaciata"
"infospecies.ch:infofauna:31655" "Perizoma blandiata"
"infospecies.ch:infofauna:31657" "Perizoma flavofasciata"
"infospecies.ch:infofauna:31658" "Perizoma hydrata"
"infospecies.ch:infofauna:91033" "Perizoma incultaria"
"infospecies.ch:infofauna:31756" "Perizoma juracolaria"
"infospecies.ch:infofauna:31660" "Perizoma lugdunaria"
"infospecies.ch:infofauna:31661" "Perizoma minorata"
"infospecies.ch:infofauna:91032" "Perizoma obsoletata"
"infospecies.ch:infofauna:31667" "Petrophora chlorosata"
"infospecies.ch:infofauna:31360" "Phaiogramma etruscaria"
"infospecies.ch:infofauna:31924" "Phalera bucephala"
"infospecies.ch:infofauna:31925" "Pheosia gnoma"
"infospecies.ch:infofauna:31926" "Pheosia tremula"
"infospecies.ch:infofauna:31327" "Phigalia pilosaria"
"infospecies.ch:infofauna:31669" "Philereme transversata"
"infospecies.ch:infofauna:31670" "Philereme vetulata"
"infospecies.ch:infofauna:32609" "Phlogophora meticulosa"
"infospecies.ch:infofauna:32610" "Phlogophora scita"
"infospecies.ch:infofauna:32612" "Photedes captiuncula"
"infospecies.ch:infofauna:32616" "Photedes fluxa"
"infospecies.ch:infofauna:32617" "Photedes minima"
"infospecies.ch:infofauna:32970" "Photedes morrisii"
"infospecies.ch:infofauna:29433" "Phragmataecia castaneae"
"infospecies.ch:infofauna:32620" "Phragmatiphila nexa"
"infospecies.ch:infofauna:32953" "Phragmatobia fuliginosa"
"infospecies.ch:infofauna:30918" "Phyllodesma tremulifolia"
"infospecies.ch:infofauna:32622" "Phyllophila obliterata"
"infospecies.ch:infofauna:27035" "Phymatopus hecta"
"infospecies.ch:infofauna:32623" "Phytometra viridaria"
"infospecies.ch:infofauna:31671" "Plagodis dolabraria"
"infospecies.ch:infofauna:31672" "Plagodis pulveraria"
"infospecies.ch:infofauna:31673" "Plemyria rubiginata"
"infospecies.ch:infofauna:32625" "Plusia festucae"
"infospecies.ch:infofauna:30919" "Poecilocampa alpina"
"infospecies.ch:infofauna:30920" "Poecilocampa populi"
"infospecies.ch:infofauna:32627" "Polia bombycina"
"infospecies.ch:infofauna:32628" "Polia hepatica"
"infospecies.ch:infofauna:32629" "Polia nebulosa"
"infospecies.ch:infofauna:32630" "Polia serratilinea"
"infospecies.ch:infofauna:32631" "Polychrysia moneta"
"infospecies.ch:infofauna:32638" "Polymixis rufocincta"
"infospecies.ch:infofauna:32639" "Polymixis xanthomista"
"infospecies.ch:infofauna:32640" "Polyphaenis sericata"
"infospecies.ch:infofauna:31275" "Polyploca ridens"
"infospecies.ch:infofauna:32642" "Polypogon gryphalis"
"infospecies.ch:infofauna:32604" "Polypogon plumigeralis"
"infospecies.ch:infofauna:32643" "Polypogon tentacularia"
"infospecies.ch:infofauna:30989" "Proserpinus proserpina"
"infospecies.ch:infofauna:32597" "Protolampra sobrina"
"infospecies.ch:infofauna:32275" "Pseudeustrotia candidula"
"infospecies.ch:infofauna:32646" "Pseudoips prasinana"
"infospecies.ch:infofauna:31675" "Pseudoterpna pruinata"
"infospecies.ch:infofauna:31683" "Pterapherapteryx sexalata"
"infospecies.ch:infofauna:31927" "Pterostoma palpina"
"infospecies.ch:infofauna:31928" "Ptilodon capucina"
"infospecies.ch:infofauna:31929" "Ptilodon cucullina"
"infospecies.ch:infofauna:31930" "Ptilophora plumigera"
"infospecies.ch:infofauna:31684" "Pungeleria capreolaria"
"infospecies.ch:infofauna:32650" "Pyrrhia umbra"
"infospecies.ch:infofauna:31689" "Rheumaptera subhastata"
"infospecies.ch:infofauna:32653" "Rhizedra lutosa"
"infospecies.ch:infofauna:31691" "Rhodometra sacraria"
"infospecies.ch:infofauna:31692" "Rhodostrophia calabra"
"infospecies.ch:infofauna:31693" "Rhodostrophia vibicaria"
"infospecies.ch:infofauna:32655" "Rhyacia helvetina"
"infospecies.ch:infofauna:32657" "Rhyacia lucipeta"
"infospecies.ch:infofauna:32658" "Rhyacia simulans"
"infospecies.ch:infofauna:32660" "Rivula sericealis"
"infospecies.ch:infofauna:32661" "Rusina ferruginea"
"infospecies.ch:infofauna:31284" "Sabra harpagula"
"infospecies.ch:infofauna:30955" "Saturnia pavonia"
"infospecies.ch:infofauna:30954" "Saturnia pavoniella"
"infospecies.ch:infofauna:30956" "Saturnia pyri"
"infospecies.ch:infofauna:32662" "Schrankia costaestrigalis"
"infospecies.ch:infofauna:32663" "Schrankia taenialis"
"infospecies.ch:infofauna:31415" "Sciadia zelleraria"
"infospecies.ch:infofauna:32664" "Scoliopteryx libatrix"
"infospecies.ch:infofauna:31696" "Scopula caricaria"
"infospecies.ch:infofauna:31534" "Scopula confinaria"
"infospecies.ch:infofauna:31698" "Scopula decorata"
"infospecies.ch:infofauna:31700" "Scopula floslactata"
"infospecies.ch:infofauna:31701" "Scopula imitaria"
"infospecies.ch:infofauna:31702" "Scopula immorata"
"infospecies.ch:infofauna:31777" "Scopula immutata"
"infospecies.ch:infofauna:31703" "Scopula incanata"
"infospecies.ch:infofauna:31704" "Scopula marginepunctata"
"infospecies.ch:infofauna:31706" "Scopula nigropunctata"
"infospecies.ch:infofauna:31707" "Scopula ornata"
"infospecies.ch:infofauna:31708" "Scopula rubiginata"
"infospecies.ch:infofauna:31709" "Scopula submutata"
"infospecies.ch:infofauna:31710" "Scopula subpunctaria"
"infospecies.ch:infofauna:31711" "Scopula ternata"
"infospecies.ch:infofauna:31712" "Scopula umbelaria"
"infospecies.ch:infofauna:31713" "Scopula virgulata"
"infospecies.ch:infofauna:31717" "Scotopteryx angularia"
"infospecies.ch:infofauna:31714" "Scotopteryx bipunctaria"
"infospecies.ch:infofauna:31715" "Scotopteryx chenopodiata"
"infospecies.ch:infofauna:31718" "Scotopteryx luridata"
"infospecies.ch:infofauna:31719" "Scotopteryx moeniata"
"infospecies.ch:infofauna:31720" "Scotopteryx mucronata"
"infospecies.ch:infofauna:31721" "Scotopteryx octodurensis"
"infospecies.ch:infofauna:31723" "Scotopteryx vicinaria"
"infospecies.ch:infofauna:32666" "Sedina buettneri"
"infospecies.ch:infofauna:31724" "Selenia dentaria"
"infospecies.ch:infofauna:31725" "Selenia lunularia"
"infospecies.ch:infofauna:31726" "Selenia tetralunaria"
"infospecies.ch:infofauna:31727" "Selidosema brunnearia"
"infospecies.ch:infofauna:31728" "Selidosema plumaria"
"infospecies.ch:infofauna:32958" "Setina irrorella"
"infospecies.ch:infofauna:32402" "Sideridis kitti"
"infospecies.ch:infofauna:32673" "Sideridis lampra"
"infospecies.ch:infofauna:32403" "Sideridis reticulata"
"infospecies.ch:infofauna:32397" "Sideridis rivularis"
"infospecies.ch:infofauna:32671" "Sideridis turbida"
"infospecies.ch:infofauna:31739" "Siona lineata"
"infospecies.ch:infofauna:30990" "Smerinthus ocellata"
"infospecies.ch:infofauna:32677" "Spaelotis ravida"
"infospecies.ch:infofauna:32678" "Spaelotis senna"
"infospecies.ch:infofauna:31740" "Spargania luctuata"
"infospecies.ch:infofauna:31931" "Spatalia argentina"
"infospecies.ch:infofauna:30991" "Sphinx ligustri"
"infospecies.ch:infofauna:30984" "Sphinx pinastri"
"infospecies.ch:infofauna:32819" "Sphrageidus similis"
