"taxonID" "Name_std"
"infospecies.ch:infofauna:32961" "Spilarctia lutea"
"infospecies.ch:infofauna:32960" "Spilosoma lubricipeda"
"infospecies.ch:infofauna:32962" "Spilosoma urticae"
"infospecies.ch:infofauna:32681" "Spodoptera exigua"
"infospecies.ch:infofauna:32686" "Standfussiana lucernea"
"infospecies.ch:infofauna:32688" "Standfussiana wiskotti"
"infospecies.ch:infofauna:32689" "Staurophora celsia"
"infospecies.ch:infofauna:31932" "Stauropus fagi"
"infospecies.ch:infofauna:31741" "Stegania cararia"
"infospecies.ch:infofauna:31742" "Stegania trimaculata"
"infospecies.ch:infofauna:32026" "Sunira circellaris"
"infospecies.ch:infofauna:32697" "Syngrapha ain"
"infospecies.ch:infofauna:32153" "Syngrapha hochenwarthi"
"infospecies.ch:infofauna:32699" "Syngrapha interrogationis"
"infospecies.ch:infofauna:31743" "Synopsia sociaria"
"infospecies.ch:infofauna:31746" "Tephronia sepiaria"
"infospecies.ch:infofauna:31276" "Tethea ocularis"
"infospecies.ch:infofauna:31277" "Tethea or"
"infospecies.ch:infofauna:31278" "Tetheella fluctuosa"
"infospecies.ch:infofauna:31747" "Thalera fimbrialis"
"infospecies.ch:infofauna:32702" "Thalpophila matura"
"infospecies.ch:infofauna:31933" "Thaumetopoea pityocampa"
"infospecies.ch:infofauna:31934" "Thaumetopoea processionea"
"infospecies.ch:infofauna:31748" "Thera britannica"
"infospecies.ch:infofauna:31749" "Thera cembrae"
"infospecies.ch:infofauna:31750" "Thera cognata"
"infospecies.ch:infofauna:31751" "Thera cupressata"
"infospecies.ch:infofauna:31753" "Thera juniperata"
"infospecies.ch:infofauna:31754" "Thera obeliscata"
"infospecies.ch:infofauna:31755" "Thera variata"
"infospecies.ch:infofauna:31757" "Thera vetustata"
"infospecies.ch:infofauna:31758" "Theria primaria"
"infospecies.ch:infofauna:31759" "Theria rupicapraria"
"infospecies.ch:infofauna:31760" "Thetidia smaragdaria"
"infospecies.ch:infofauna:32704" "Tholera cespitis"
"infospecies.ch:infofauna:32705" "Tholera decimalis"
"infospecies.ch:infofauna:32963" "Thumatha senex"
"infospecies.ch:infofauna:31279" "Thyatira batis"
"infospecies.ch:infofauna:32718" "Tiliacea aurago"
"infospecies.ch:infofauna:32719" "Tiliacea citrago"
"infospecies.ch:infofauna:31761" "Timandra comae"
"infospecies.ch:infofauna:32706" "Trachea atriplicis"
"infospecies.ch:infofauna:30921" "Trichiura crataegi"
"infospecies.ch:infofauna:30922" "Trichiura crataegi"
"infospecies.ch:infofauna:32708" "Trichoplusia ni"
"infospecies.ch:infofauna:31763" "Trichopteryx carpinata"
"infospecies.ch:infofauna:31764" "Trichopteryx polycommata"
"infospecies.ch:infofauna:32711" "Trigonophora flammea"
"infospecies.ch:infofauna:27036" "Triodia sylvina"
"infospecies.ch:infofauna:31765" "Triphosa dubitata"
"infospecies.ch:infofauna:31766" "Triphosa sabaudiata"
"infospecies.ch:infofauna:31786" "Triphosa tauteli"
"infospecies.ch:infofauna:32713" "Trisateles emortualis"
"infospecies.ch:infofauna:32964" "Tyria jacobaeae"
"infospecies.ch:infofauna:32714" "Tyta luctuosa"
"infospecies.ch:infofauna:31402" "Venusia blomeri"
"infospecies.ch:infofauna:31767" "Venusia cambrica"
"infospecies.ch:infofauna:31285" "Watsonalla binaria"
"infospecies.ch:infofauna:31286" "Watsonalla cultraria"
"infospecies.ch:infofauna:31288" "Watsonalla uncinula"
"infospecies.ch:infofauna:32966" "Watsonarctia deserta"
"infospecies.ch:infofauna:32725" "Xanthia togata"
"infospecies.ch:infofauna:31768" "Xanthorhoe biriviata"
"infospecies.ch:infofauna:31769" "Xanthorhoe decoloraria"
"infospecies.ch:infofauna:31770" "Xanthorhoe designata"
"infospecies.ch:infofauna:31771" "Xanthorhoe ferrugata"
"infospecies.ch:infofauna:31772" "Xanthorhoe fluctuata"
"infospecies.ch:infofauna:31773" "Xanthorhoe incursata"
"infospecies.ch:infofauna:31774" "Xanthorhoe montanata"
"infospecies.ch:infofauna:31775" "Xanthorhoe quadrifasiata"
"infospecies.ch:infofauna:31776" "Xanthorhoe spadicearia"
"infospecies.ch:infofauna:32729" "Xestia alpicola"
"infospecies.ch:infofauna:32730" "Xestia ashworthii"
"infospecies.ch:infofauna:32731" "Xestia baja"
"infospecies.ch:infofauna:32733" "Xestia c-nigrum"
"infospecies.ch:infofauna:32732" "Xestia castanea"
"infospecies.ch:infofauna:32735" "Xestia collina"
"infospecies.ch:infofauna:32736" "Xestia ditrapezium"
"infospecies.ch:infofauna:32738" "Xestia lorezi"
"infospecies.ch:infofauna:32739" "Xestia ochreago"
"infospecies.ch:infofauna:32740" "Xestia rhaetica"
"infospecies.ch:infofauna:32742" "Xestia sexstrigata"
"infospecies.ch:infofauna:32744" "Xestia speciosa"
"infospecies.ch:infofauna:32741" "Xestia stigmatica"
"infospecies.ch:infofauna:32745" "Xestia triangulum"
"infospecies.ch:infofauna:32746" "Xestia xanthographa"
"infospecies.ch:infofauna:32747" "Xylena exsoleta"
"infospecies.ch:infofauna:32447" "Xylena solidaginis"
"infospecies.ch:infofauna:32748" "Xylena vetusta"
"infospecies.ch:infofauna:32749" "Xylocampa areola"
"infospecies.ch:infofauna:31350" "Yezognophos dilucidaria"
"infospecies.ch:infofauna:31351" "Yezognophos serotinaria"
"infospecies.ch:infofauna:31352" "Yezognophos serotinaria"
"infospecies.ch:infofauna:31414" "Yezognophos vittaria"
"infospecies.ch:infofauna:32411" "Zanclognatha lunalis"
"infospecies.ch:infofauna:32415" "Zanclognatha zelleralis"
"infospecies.ch:infofauna:29434" "Zeuzera pyrina"
